EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
1164,56.0,Travel_Rarely,1443.0,Sales,11.0,Doctor,Marketing,1.0,Very High,Female,89.0,Good,2.0,Sales Executive,Low,Married,5380.0,20328.0,4.0,Y,No,16.0,Excellent,High,80.0,1.0,6.0,3.0,Excellent,0.0,0.0,0.0,0.0,No
1165,35.0,Travel_Rarely,750.0,Research & Development,28.0,Bachelor,Life Sciences,1.0,Good,Male,46.0,Very High,2.0,Laboratory Technician,High,Married,3407.0,25348.0,1.0,Y,No,17.0,Excellent,Very High,80.0,2.0,10.0,3.0,Good,10.0,9.0,6.0,8.0,No
1166,38.0,Travel_Rarely,723.0,Sales,2.0,Master,Marketing,1.0,Good,Female,77.0,Low,2.0,Sales Representative,Very High,Married,5405.0,4244.000000000002,2.0,Y,Yes,20.0,Outstanding,Low,80.0,2.0,20.0,4.0,Good,4.0,2.0,0.0,3.0,No
1167,41.0,Travel_Rarely,796.0,Sales,4.0,Below College,Marketing,1.0,High,Female,81.0,High,3.0,Sales Executive,High,Divorced,10447.0,26458.0,0.0,Y,Yes,13.0,Excellent,Very High,80.0,1.0,23.0,3.0,Outstanding,22.0,14.0,13.0,5.0,No
1168,39.0,Travel_Rarely,722.0,Sales,24.0,Below College,Marketing,1.0,Good,Female,60.0,Good,4.0,Sales Executive,Very High,Married,12031.000000000007,8828.0,0.0,Y,No,11.0,Excellent,Low,80.0,1.0,21.0,2.0,Good,20.0,9.0,9.0,6.0,No
1169,56.0,Travel_Rarely,1162.0,Research & Development,24.0,College,Life Sciences,1.0,Low,Male,97.0,High,1.0,Laboratory Technician,Very High,Single,2587.0,10261.0,1.0,Y,No,16.0,Excellent,Very High,80.0,0.0,5.0,3.0,Excellent,4.0,2.0,1.0,0.0,No
1170,32.0,Travel_Rarely,1373.0,Research & Development,5.0,Master,Life Sciences,1.0,Very High,Male,56.0,Good,2.0,Manufacturing Director,Very High,Single,9678.999999999995,10138.0,8.0,Y,No,24.0,Outstanding,Good,80.0,0.0,8.0,1.0,Excellent,1.0,0.0,0.0,0.0,No
1171,33.0,Non-Travel,775.0,Research & Development,4.0,Bachelor,Technical Degree,1.0,Very High,Male,90.0,High,2.0,Research Scientist,Good,Divorced,3054.999999999999,6194.000000000003,5.0,Y,No,15.0,Excellent,Very High,80.0,2.0,11.0,2.0,Good,9.0,8.0,1.0,7.0,No
1172,36.0,Travel_Rarely,335.0,Sales,17.0,College,Marketing,1.0,High,Male,33.0,Good,2.0,Sales Executive,Good,Married,5506.999999999999,16822.0,2.0,Y,No,16.0,Excellent,High,80.0,2.0,12.0,1.0,Low,4.0,2.0,1.0,3.0,No
1173,29.0,Travel_Rarely,1378.0,Research & Development,13.0,College,Other,1.0,Very High,Male,46.0,Good,2.0,Laboratory Technician,Good,Married,4025.0,23679.0,4.0,Y,Yes,13.0,Excellent,Low,80.0,1.0,10.0,2.0,Excellent,4.0,3.0,0.0,3.0,No
1174,24.0,Travel_Rarely,771.0,Research & Development,1.0,College,Life Sciences,1.0,Good,Male,45.0,Good,2.0,Healthcare Representative,High,Single,4617.0,14119.999999999998,1.0,Y,No,12.0,Excellent,Good,80.0,0.0,4.0,2.0,Good,4.0,3.0,1.0,2.0,No
1175,47.0,Travel_Rarely,1001.0,Research & Development,4.0,Bachelor,Life Sciences,1.0,High,Female,92.0,Good,3.0,Manufacturing Director,Good,Divorced,10332.999999999998,19271.000000000004,8.0,Y,Yes,12.0,Excellent,High,80.0,1.0,28.0,4.0,Excellent,22.0,11.0,14.0,10.0,No
1176,29.0,Travel_Rarely,1082.0,Research & Development,9.0,Master,Medical,1.0,Very High,Female,43.0,High,1.0,Laboratory Technician,High,Married,2974.0,25412.0,9.0,Y,No,17.0,Excellent,High,80.0,1.0,9.0,2.0,Excellent,5.0,3.0,1.0,2.0,No
1177,48.0,Travel_Rarely,1108.0,Research & Development,15.0,Master,Other,1.0,High,Female,65.0,High,1.0,Research Scientist,Low,Married,2366.9999999999995,16530.0,8.0,Y,No,12.0,Excellent,Very High,80.0,1.0,10.0,3.0,Good,8.0,2.0,7.0,6.0,No
1178,35.0,Travel_Frequently,1199.0,Research & Development,18.0,Master,Life Sciences,1.0,High,Male,80.0,High,2.0,Healthcare Representative,High,Married,5688.999999999998,24594.0,1.0,Y,Yes,14.0,Excellent,Very High,80.0,2.0,10.0,2.0,Outstanding,10.0,2.0,0.0,2.0,No
1179,34.0,Travel_Rarely,510.99999999999994,Sales,3.0,College,Life Sciences,1.0,Very High,Female,32.0,Low,2.0,Sales Executive,Very High,Single,6029.000000000002,25353.0,5.0,Y,No,12.0,Excellent,Low,80.0,0.0,6.0,3.0,Excellent,2.0,2.0,2.0,2.0,No
1180,31.0,Travel_Rarely,1079.0,Sales,16.0,Master,Marketing,1.0,Low,Male,70.0,High,3.0,Sales Executive,High,Married,8161.000000000002,19001.999999999996,2.0,Y,No,13.0,Excellent,Low,80.0,3.0,10.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
1181,36.0,Non-Travel,893.9999999999999,Research & Development,1.0,Master,Medical,1.0,Very High,Female,33.0,Good,2.0,Manufacturing Director,High,Married,4374.0,15411.0,0.0,Y,No,15.0,Excellent,High,80.0,0.0,4.0,6.0,Excellent,3.0,2.0,1.0,2.0,No
1182,53.0,Travel_Rarely,1395.0000000000005,Research & Development,24.0,Master,Medical,1.0,Good,Male,48.0,Very High,3.0,Healthcare Representative,Very High,Married,7005.0000000000055,3458.0,3.0,Y,No,15.0,Excellent,High,80.0,0.0,11.0,2.0,Excellent,4.0,3.0,1.0,2.0,No
1183,48.0,Travel_Frequently,708.0000000000001,Sales,7.0,College,Medical,1.0,Very High,Female,95.0,High,1.0,Sales Representative,High,Married,2655.0,11740.0,2.0,Y,Yes,11.0,Excellent,High,80.0,2.0,19.0,3.0,Excellent,9.0,7.0,7.0,7.0,No
1184,49.0,Travel_Rarely,464.0,Research & Development,16.0,Bachelor,Medical,1.0,Very High,Female,74.0,High,1.0,Laboratory Technician,Low,Divorced,2587.0,24941.000000000004,4.0,Y,Yes,16.0,Excellent,Good,80.0,1.0,17.0,2.0,Good,2.0,2.0,2.0,2.0,No
1185,37.0,Travel_Rarely,369.9999999999996,Research & Development,10.0,Master,Medical,1.0,Very High,Male,58.0,High,2.0,Manufacturing Director,Low,Single,4213.0,4992.000000000002,1.0,Y,No,15.0,Excellent,Good,80.0,0.0,10.0,4.0,Low,10.0,3.0,0.0,8.0,No
1186,40.0,Travel_Rarely,369.0,Research & Development,8.0,College,Life Sciences,1.0,Good,Female,92.0,High,2.0,Manufacturing Director,Low,Married,6516.0,5040.999999999998,2.0,Y,Yes,16.0,Excellent,Good,80.0,1.0,18.0,3.0,Excellent,1.0,0.0,0.0,0.0,No
1187,35.0,Travel_Rarely,737.0,Sales,10.0,Bachelor,Medical,1.0,Very High,Male,55.0,Good,3.0,Sales Executive,Low,Married,10306.0,21530.0,9.0,Y,No,17.0,Excellent,High,80.0,0.0,15.0,3.0,Excellent,13.0,12.0,6.0,0.0,No
1188,29.0,Travel_Rarely,468.0,Research & Development,28.0,Master,Medical,1.0,Very High,Female,73.0,Good,1.0,Research Scientist,Low,Single,3785.0,8488.999999999996,1.0,Y,No,14.0,Excellent,Good,80.0,0.0,5.0,3.0,Low,5.0,4.0,0.0,4.0,No
1189,42.0,Travel_Rarely,1128.0,Research & Development,13.0,Bachelor,Medical,1.0,Good,Male,95.0,Very High,2.0,Healthcare Representative,Low,Married,5538.000000000003,5696.0,5.0,Y,No,18.0,Excellent,High,80.0,2.0,10.0,2.0,Good,0.0,0.0,0.0,0.0,No
1190,29.0,Travel_Rarely,441.0000000000001,Research & Development,8.0,Below College,Other,1.0,High,Female,39.0,Low,2.0,Healthcare Representative,Low,Married,9715.0,7288.0,3.0,Y,No,13.0,Excellent,High,80.0,1.0,9.0,3.0,Excellent,7.0,7.0,0.0,7.0,No
1191,38.0,Travel_Rarely,1495.0,Research & Development,4.0,College,Medical,1.0,Very High,Female,87.0,High,1.0,Laboratory Technician,High,Married,3305.999999999999,26176.0,7.0,Y,No,19.0,Excellent,Very High,80.0,1.0,7.0,5.0,Good,0.0,0.0,0.0,0.0,No
1192,49.0,Travel_Rarely,465.0,Research & Development,6.0,Below College,Life Sciences,1.0,High,Female,41.0,Good,4.0,Healthcare Representative,High,Married,13966.0,11652.0,2.0,Y,Yes,19.0,Excellent,Good,80.0,1.0,30.0,3.0,Excellent,15.0,11.0,2.0,12.0,No
1193,23.0,Travel_Rarely,1320.0,Research & Development,8.0,Below College,Medical,1.0,Very High,Male,93.0,Good,1.0,Laboratory Technician,High,Single,3989.0,20585.999999999993,1.0,Y,Yes,11.0,Excellent,Low,80.0,0.0,5.0,2.0,Excellent,5.0,4.0,1.0,2.0,Yes
1194,34.0,Non-Travel,1375.0,Sales,10.0,Bachelor,Life Sciences,1.0,Very High,Male,87.0,High,2.0,Sales Executive,High,Divorced,4000.9999999999995,12313.0,1.0,Y,Yes,14.0,Excellent,High,80.0,1.0,15.0,3.0,Excellent,15.0,14.0,0.0,7.0,No
1195,28.0,Travel_Rarely,1423.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Low,Male,72.0,Good,1.0,Research Scientist,High,Divorced,1563.0000000000005,12530.0,1.0,Y,No,14.0,Excellent,Very High,80.0,1.0,1.0,2.0,Low,1.0,0.0,0.0,0.0,No
1196,46.0,Travel_Rarely,734.0,Research & Development,2.0,Master,Medical,1.0,High,Male,46.0,High,5.0,Research Director,Very High,Divorced,19327.999999999993,14217.999999999998,7.0,Y,Yes,17.0,Excellent,High,80.0,1.0,24.0,3.0,Excellent,2.0,1.0,2.0,2.0,No
1197,43.0,Travel_Rarely,243.99999999999955,Human Resources,2.0,Bachelor,Life Sciences,1.0,Good,Male,97.0,High,1.0,Human Resources,Very High,Single,3538.999999999999,5033.000000000002,0.0,Y,No,13.0,Excellent,Good,80.0,0.0,10.0,5.0,Excellent,9.0,7.0,1.0,8.0,No
1198,31.0,Travel_Frequently,560.9999999999999,Research & Development,3.0,Bachelor,Life Sciences,1.0,Very High,Female,33.0,High,1.0,Research Scientist,High,Single,4084.0,4156.000000000002,1.0,Y,No,12.0,Excellent,Low,80.0,0.0,7.0,2.0,Low,7.0,2.0,7.0,7.0,No
1199,35.0,Travel_Frequently,880.0,Sales,12.0,Master,Other,1.0,Very High,Male,36.0,High,2.0,Sales Executive,Very High,Single,4581.0,10414.0,3.0,Y,Yes,24.0,Outstanding,Low,80.0,0.0,13.0,2.0,Outstanding,11.0,9.0,6.0,7.0,No
1200,53.0,Travel_Rarely,606.9999999999999,Research & Development,2.0,Doctor,Technical Degree,1.0,High,Female,78.0,Good,3.0,Manufacturing Director,Very High,Married,10169.0,14617.999999999998,0.0,Y,No,16.0,Excellent,Good,80.0,1.0,34.0,4.0,Excellent,33.0,7.0,1.0,9.0,No
1201,54.0,Travel_Rarely,157.0,Research & Development,10.0,Bachelor,Medical,1.0,High,Female,77.0,High,2.0,Manufacturing Director,Low,Single,4440.0,25198.000000000004,6.0,Y,Yes,19.0,Excellent,Very High,80.0,0.0,9.0,3.0,Excellent,5.0,2.0,1.0,4.0,No
1202,40.0,Travel_Rarely,676.0,Research & Development,9.0,Master,Life Sciences,1.0,Very High,Male,86.0,High,1.0,Laboratory Technician,Low,Single,2018.0,21831.0,3.0,Y,No,14.0,Excellent,Good,80.0,0.0,15.0,3.0,Low,5.0,4.0,1.0,0.0,No
1203,32.0,Travel_Rarely,1259.0,Research & Development,2.0,Master,Life Sciences,1.0,Very High,Male,95.0,High,1.0,Laboratory Technician,Good,Single,1392.9999999999995,24852.0,1.0,Y,No,12.0,Excellent,Low,80.0,0.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
1204,38.0,Travel_Frequently,594.0000000000001,Research & Development,2.0,College,Medical,1.0,High,Female,75.0,Good,1.0,Laboratory Technician,Good,Married,2467.9999999999995,15963.0,4.0,Y,No,14.0,Excellent,Good,80.0,1.0,9.0,4.0,Good,6.0,1.0,0.0,5.0,No
1205,38.0,Travel_Rarely,396.99999999999994,Research & Development,2.0,College,Medical,1.0,Very High,Female,54.0,Good,3.0,Manufacturing Director,High,Married,7755.999999999998,14199.0,3.0,Y,Yes,19.0,Excellent,Very High,80.0,1.0,10.0,6.0,Outstanding,5.0,4.0,0.0,2.0,No
1206,35.0,Travel_Rarely,819.0,Research & Development,18.0,Doctor,Life Sciences,1.0,Good,Male,48.0,Very High,2.0,Research Scientist,Low,Married,5208.0,26312.0,1.0,Y,No,11.0,Excellent,Very High,80.0,0.0,16.0,2.0,Excellent,16.0,15.0,1.0,10.0,No
1207,32.0,Travel_Rarely,963.9999999999999,Sales,1.0,College,Life Sciences,1.0,Low,Male,34.0,Low,2.0,Sales Executive,Good,Single,6735.000000000002,12147.0,6.0,Y,No,15.0,Excellent,Good,80.0,0.0,10.0,2.0,Excellent,0.0,0.0,0.0,0.0,No
1208,41.0,Travel_Rarely,548.0,Research & Development,9.0,Master,Life Sciences,1.0,High,Male,94.0,High,1.0,Laboratory Technician,Low,Divorced,2289.0,20520.0,1.0,Y,No,20.0,Outstanding,Good,80.0,2.0,5.0,2.0,Excellent,5.0,3.0,0.0,4.0,No
1209,33.0,Travel_Rarely,515.9999999999998,Research & Development,8.0,Doctor,Life Sciences,1.0,Very High,Male,69.0,High,2.0,Healthcare Representative,High,Single,6388.0,22049.0,2.0,Y,Yes,17.0,Excellent,Low,80.0,0.0,14.0,6.0,Excellent,0.0,0.0,0.0,0.0,No
1210,50.0,Travel_Rarely,409.99999999999994,Sales,28.0,Bachelor,Marketing,1.0,Very High,Male,39.0,Good,3.0,Sales Executive,Low,Divorced,10854.0,16586.0,4.0,Y,Yes,13.0,Excellent,Good,80.0,1.0,20.0,3.0,Excellent,3.0,2.0,2.0,0.0,No
1211,32.0,Travel_Rarely,977.0000000000001,Research & Development,2.0,Bachelor,Medical,1.0,Very High,Male,45.0,High,2.0,Research Scientist,Good,Divorced,5470.0,25518.0,0.0,Y,No,13.0,Excellent,High,80.0,2.0,10.0,4.0,Good,9.0,5.0,1.0,6.0,No
1212,23.0,Travel_Rarely,977.0000000000001,Research & Development,10.0,Bachelor,Technical Degree,1.0,Very High,Male,45.0,Very High,1.0,Research Scientist,High,Married,2073.0,12826.000000000002,2.0,Y,No,16.0,Excellent,Very High,80.0,1.0,4.0,2.0,Excellent,2.0,2.0,2.0,2.0,No
1213,25.0,Travel_Rarely,977.0000000000001,Research & Development,2.0,Below College,Other,1.0,Very High,Male,57.0,High,1.0,Laboratory Technician,High,Divorced,3977.0,7297.999999999998,6.0,Y,Yes,19.0,Excellent,High,80.0,1.0,7.0,2.0,Good,2.0,2.0,0.0,2.0,Yes
1214,38.0,Travel_Rarely,1245.0,Sales,14.0,Bachelor,Life Sciences,1.0,High,Male,80.0,High,2.0,Sales Executive,Good,Married,9923.999999999998,12355.0,0.0,Y,No,11.0,Excellent,Very High,80.0,1.0,10.0,3.0,Excellent,9.0,8.0,7.0,7.0,No
1215,56.0,Travel_Rarely,309.99999999999994,Research & Development,7.0,College,Technical Degree,1.0,Very High,Male,72.0,High,1.0,Laboratory Technician,High,Married,2339.0,3666.0,8.0,Y,No,11.0,Excellent,Very High,80.0,1.0,14.0,4.0,Low,10.0,9.0,9.0,8.0,No
1216,46.0,Travel_Rarely,261.00000000000057,Research & Development,21.0,College,Medical,1.0,Very High,Female,66.0,High,2.0,Healthcare Representative,Good,Married,8925.999999999998,10841.999999999998,4.0,Y,No,22.0,Outstanding,Very High,80.0,1.0,13.0,2.0,Outstanding,9.0,7.0,3.0,7.0,No
1217,29.0,Travel_Frequently,574.0,Research & Development,20.0,Below College,Medical,1.0,Very High,Male,40.0,High,1.0,Laboratory Technician,Very High,Married,3811.999999999999,7002.999999999997,1.0,Y,No,13.0,Excellent,Good,80.0,0.0,11.0,3.0,Outstanding,11.0,8.0,3.0,10.0,No
1218,32.0,Travel_Rarely,801.0,Sales,1.0,Master,Marketing,1.0,High,Female,48.0,High,3.0,Sales Executive,Very High,Married,10422.000000000002,24032.000000000007,1.0,Y,No,19.0,Excellent,High,80.0,2.0,14.0,3.0,Excellent,14.0,10.0,5.0,7.0,No
1219,31.0,Travel_Rarely,1154.0,Sales,2.0,College,Life Sciences,1.0,Low,Male,54.0,High,1.0,Sales Representative,High,Married,3067.0000000000005,6393.000000000002,0.0,Y,No,19.0,Excellent,High,80.0,1.0,3.0,1.0,Excellent,2.0,2.0,1.0,2.0,No
1220,43.0,Travel_Rarely,574.0,Research & Development,11.0,Bachelor,Life Sciences,1.0,Low,Male,30.0,High,3.0,Healthcare Representative,High,Married,7510.0,16873.0,1.0,Y,No,17.0,Excellent,Good,80.0,1.0,10.0,1.0,Excellent,10.0,9.0,0.0,9.0,No
1221,33.0,Non-Travel,1313.0,Research & Development,1.0,College,Medical,1.0,Good,Male,59.0,Good,1.0,Laboratory Technician,High,Divorced,2008.0,20439.0,1.0,Y,No,12.0,Excellent,High,80.0,3.0,1.0,2.0,Good,1.0,1.0,0.0,0.0,No
1222,35.0,Travel_Rarely,670.0,Research & Development,10.0,Master,Medical,1.0,Low,Female,51.0,High,2.0,Healthcare Representative,High,Single,6142.0,4223.000000000002,3.0,Y,Yes,16.0,Excellent,High,80.0,0.0,10.0,4.0,Excellent,5.0,2.0,0.0,4.0,No
1223,40.0,Travel_Rarely,611.0,Sales,7.0,Master,Medical,1.0,Good,Male,88.0,High,5.0,Manager,Good,Single,19833.0,4348.999999999998,1.0,Y,No,14.0,Excellent,Good,80.0,0.0,21.0,3.0,Good,21.0,8.0,12.0,8.0,No
1224,34.0,Travel_Rarely,479.0,Research & Development,7.0,Master,Medical,1.0,Low,Male,35.0,High,1.0,Research Scientist,Very High,Single,2972.0,22061.0,1.0,Y,No,13.0,Excellent,High,80.0,0.0,1.0,4.0,Low,1.0,0.0,0.0,0.0,Yes
1225,45.0,Travel_Rarely,556.0,Research & Development,25.0,College,Life Sciences,1.0,Good,Female,93.0,Good,2.0,Manufacturing Director,Very High,Married,5905.999999999999,23887.999999999996,0.0,Y,No,13.0,Excellent,Very High,80.0,2.0,10.0,2.0,Good,9.0,8.0,3.0,8.0,No
1226,28.0,Travel_Frequently,289.0000000000001,Research & Development,2.0,College,Medical,1.0,High,Male,38.0,Good,1.0,Laboratory Technician,Low,Single,2561.0,5354.999999999998,7.0,Y,No,11.0,Excellent,High,80.0,0.0,8.0,2.0,Good,0.0,0.0,0.0,0.0,Yes
1227,39.0,Travel_Rarely,116.0,Research & Development,24.0,Below College,Life Sciences,1.0,Low,Male,52.0,High,2.0,Research Scientist,Very High,Single,4108.0,5340.0,7.0,Y,No,13.0,Excellent,Low,80.0,0.0,18.0,2.0,Excellent,7.0,7.0,1.0,7.0,No
1228,43.0,Non-Travel,343.00000000000017,Research & Development,9.0,Bachelor,Life Sciences,1.0,Low,Male,52.0,High,1.0,Research Scientist,High,Single,2438.0000000000014,24977.999999999996,4.0,Y,No,13.0,Excellent,High,80.0,0.0,7.0,2.0,Good,3.0,2.0,1.0,2.0,Yes
1229,23.0,Travel_Rarely,571.0,Research & Development,12.0,College,Other,1.0,Very High,Male,78.0,High,1.0,Laboratory Technician,Very High,Single,2647.000000000001,13671.999999999998,1.0,Y,No,13.0,Excellent,High,80.0,0.0,5.0,6.0,Outstanding,5.0,2.0,1.0,4.0,No
1230,45.0,Non-Travel,589.0,Sales,2.0,Master,Life Sciences,1.0,High,Female,67.0,High,2.0,Sales Executive,High,Married,5154.0,19665.0,4.0,Y,No,22.0,Outstanding,Good,80.0,2.0,10.0,3.0,Outstanding,8.0,7.0,5.0,7.0,No
1231,28.0,Non-Travel,279.9999999999999,Human Resources,1.0,College,Life Sciences,1.0,High,Male,43.0,High,1.0,Human Resources,Very High,Divorced,2706.0,10494.0,1.0,Y,No,15.0,Excellent,Good,80.0,1.0,3.0,2.0,Excellent,3.0,2.0,2.0,2.0,No
1232,36.0,Travel_Rarely,884.0000000000001,Sales,1.0,Master,Life Sciences,1.0,Good,Female,73.0,High,2.0,Sales Executive,High,Single,6815.0,21447.0,6.0,Y,No,13.0,Excellent,Low,80.0,0.0,15.0,5.0,Excellent,1.0,0.0,0.0,0.0,No
1233,24.0,Travel_Rarely,240.00000000000023,Human Resources,22.0,Below College,Human Resources,1.0,Very High,Male,58.0,Low,1.0,Human Resources,High,Married,1555.0000000000018,11585.0,1.0,Y,No,11.0,Excellent,High,80.0,1.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,No
1234,41.0,Travel_Rarely,642.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Very High,Male,76.0,High,1.0,Research Scientist,Very High,Married,2782.0,21412.000000000015,3.0,Y,No,22.0,Outstanding,Low,80.0,1.0,12.0,3.0,Excellent,5.0,3.0,1.0,0.0,No
1235,35.0,Travel_Rarely,1490.0,Research & Development,11.0,Master,Medical,1.0,Very High,Male,43.0,High,1.0,Laboratory Technician,High,Married,2660.0,20232.0,7.0,Y,Yes,11.0,Excellent,High,80.0,1.0,5.0,3.0,Excellent,2.0,2.0,2.0,2.0,No
1236,36.0,Travel_Frequently,884.0000000000001,Research & Development,23.0,College,Medical,1.0,High,Male,41.0,Very High,2.0,Laboratory Technician,Very High,Married,2571.0,12290.0,4.0,Y,No,17.0,Excellent,High,80.0,1.0,17.0,3.0,Excellent,5.0,2.0,0.0,3.0,No
1237,33.0,Travel_Rarely,1099.0,Research & Development,4.0,Master,Medical,1.0,Low,Female,82.0,Good,1.0,Laboratory Technician,Good,Married,3837.999999999998,8192.000000000004,8.0,Y,No,11.0,Excellent,Very High,80.0,0.0,8.0,5.0,Excellent,5.0,4.0,0.0,2.0,No
1238,29.0,Travel_Rarely,1369.9999999999998,Research & Development,3.0,Below College,Medical,1.0,Good,Male,87.0,High,1.0,Laboratory Technician,Low,Single,4723.0,16213.0,1.0,Y,Yes,18.0,Excellent,Very High,80.0,0.0,10.0,3.0,Excellent,10.0,9.0,1.0,5.0,No
1239,35.0,Travel_Rarely,104.0,Research & Development,2.0,Bachelor,Life Sciences,1.0,Low,Female,69.0,High,1.0,Laboratory Technician,Low,Divorced,2074.0,26619.0,1.0,Y,Yes,12.0,Excellent,Very High,80.0,1.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,Yes
1240,31.0,Travel_Rarely,741.0000000000001,Research & Development,2.0,Master,Life Sciences,1.0,Good,Male,69.0,High,1.0,Laboratory Technician,High,Married,3477.0,18103.000000000004,1.0,Y,No,14.0,Excellent,Very High,80.0,1.0,6.0,2.0,Outstanding,5.0,2.0,0.0,3.0,No
1241,27.0,Travel_Frequently,591.0,Research & Development,2.0,Bachelor,Medical,1.0,Very High,Male,87.0,High,1.0,Research Scientist,Very High,Single,2579.9999999999995,6297.000000000005,2.0,Y,No,13.0,Excellent,High,80.0,0.0,6.0,0.0,Good,4.0,2.0,1.0,2.0,No
1242,38.0,Travel_Rarely,1321.0,Sales,1.0,Master,Life Sciences,1.0,Very High,Male,86.0,High,2.0,Sales Executive,Good,Married,4440.0,7636.000000000002,0.0,Y,No,15.0,Excellent,Low,80.0,2.0,16.0,3.0,Excellent,15.0,13.0,5.0,8.0,No
1243,46.0,Travel_Rarely,227.99999999999966,Sales,3.0,Bachelor,Life Sciences,1.0,High,Female,51.0,High,4.0,Manager,Good,Married,16606.0,11380.0,8.0,Y,No,12.0,Excellent,Very High,80.0,1.0,23.0,2.0,Outstanding,13.0,12.0,5.0,1.0,No
1244,37.0,Travel_Rarely,161.0,Research & Development,10.0,Bachelor,Life Sciences,1.0,High,Female,42.0,Very High,3.0,Research Director,Very High,Married,13744.0,15471.000000000002,1.0,Y,Yes,25.0,Outstanding,Low,80.0,1.0,16.0,2.0,Excellent,16.0,11.0,6.0,8.0,No
1245,41.0,Travel_Rarely,581.9999999999998,Research & Development,28.0,Master,Life Sciences,1.0,Low,Female,60.0,Good,4.0,Manufacturing Director,Good,Married,13569.999999999996,5639.999999999998,0.0,Y,No,23.0,Outstanding,High,80.0,1.0,21.0,3.0,Excellent,20.0,7.0,0.0,10.0,No
1246,37.0,Travel_Frequently,1278.0,Sales,1.0,Master,Medical,1.0,High,Male,31.0,Low,2.0,Sales Executive,Very High,Divorced,9525.0,7677.000000000001,1.0,Y,No,14.0,Excellent,High,80.0,2.0,6.0,2.0,Good,6.0,3.0,1.0,3.0,No
1247,31.0,Travel_Rarely,1003.0,Sales,5.0,Bachelor,Technical Degree,1.0,Low,Male,51.0,High,2.0,Sales Executive,High,Married,8346.000000000004,20943.0,1.0,Y,No,19.0,Excellent,High,80.0,1.0,6.0,3.0,Excellent,5.0,2.0,0.0,2.0,No
1248,44.0,Travel_Rarely,1313.0,Research & Development,7.0,Bachelor,Medical,1.0,Good,Female,31.0,High,5.0,Research Director,Very High,Divorced,19049.0,3548.9999999999945,0.0,Y,Yes,14.0,Excellent,Very High,80.0,1.0,23.0,4.0,Good,22.0,7.0,1.0,10.0,No
1249,18.0,Travel_Frequently,544.0,Sales,3.0,College,Medical,1.0,Good,Female,70.0,High,1.0,Sales Representative,Very High,Single,1569.000000000001,18420.0,1.0,Y,Yes,12.0,Excellent,High,80.0,0.0,0.0,2.0,Outstanding,0.0,0.0,0.0,0.0,Yes
1250,29.0,Travel_Frequently,409.99999999999994,Research & Development,2.0,Below College,Life Sciences,1.0,Very High,Female,97.0,High,1.0,Laboratory Technician,Good,Married,3180.0,4668.0,0.0,Y,No,13.0,Excellent,High,80.0,3.0,4.0,3.0,Excellent,3.0,2.0,0.0,2.0,No
1251,45.0,Travel_Rarely,374.0000000000001,Sales,20.0,Bachelor,Life Sciences,1.0,Very High,Female,50.0,High,2.0,Sales Executive,High,Single,4850.0,23333.0,8.0,Y,No,15.0,Excellent,High,80.0,0.0,8.0,3.0,Excellent,5.0,3.0,0.0,1.0,No
1252,25.0,Travel_Rarely,309.00000000000017,Human Resources,2.0,Bachelor,Human Resources,1.0,High,Female,82.0,High,1.0,Human Resources,Good,Married,2186.9999999999995,19655.0,4.0,Y,No,14.0,Excellent,High,80.0,0.0,6.0,3.0,Excellent,2.0,0.0,1.0,2.0,No
1253,35.0,Travel_Rarely,1349.0000000000002,Research & Development,7.0,College,Life Sciences,1.0,High,Male,63.0,Good,1.0,Laboratory Technician,Very High,Married,2690.0,7713.0,1.0,Y,No,18.0,Excellent,Very High,80.0,1.0,1.0,5.0,Good,1.0,0.0,0.0,1.0,No
1254,46.0,Travel_Rarely,563.0,Sales,1.0,Master,Life Sciences,1.0,Very High,Male,56.0,Very High,4.0,Manager,Low,Single,17567.000000000004,3156.0,1.0,Y,No,15.0,Excellent,Good,80.0,0.0,27.0,5.0,Low,26.0,0.0,0.0,12.0,No
1255,27.0,Travel_Frequently,1337.0,Human Resources,22.0,Bachelor,Human Resources,1.0,Low,Female,58.0,Good,1.0,Human Resources,Good,Married,2863.0,19555.0,1.0,Y,No,12.0,Excellent,Low,80.0,0.0,1.0,2.0,Excellent,1.0,0.0,0.0,0.0,Yes
